id,chain,dept,category,company,brand,date,productsize,productmeasure,purchasequantity,purchaseamount
86246,205,99,9909,107127979,6732,2012-05-14,6,OZ,1,4.19
86246,205,55,5558,104100040,7459,2012-05-14,18,OZ,1,4.69
86246,205,35,3509,109451494,20153,2012-05-15,75,OZ,1,3.39
86246,205,58,5824,107367575,3012,2012-05-21,16,OZ,1,1.5
86246,205,56,5619,102100020,19279,2012-05-27,8,OZ,1,2.99
86246,205,58,5824,107590070,2073,2012-05-28,19,OZ,2,9.98
86246,205,51,5122,107750777,97998,2012-05-28,2.25,OZ,1,1
86246,205,45,4517,102032323,6422,2012-06-01,64,OZ,1,8.99
86246,205,58,5824,101590010,1366,2012-06-01,40,OZ,1,5.99
86246,205,58,5824,107590070,2073,2012-06-01,19,OZ,1,4.99
86246,205,56,5616,101116616,15266,2012-06-03,8,OZ,1,3.19
86246,205,55,5558,104113040,84481,2012-06-10,18.4,OZ,1,2.69
86246,205,45,4517,102032323,6422,2012-06-17,64,OZ,1,8.99
86246,205,58,5824,102781525,5557,2012-06-17,13,OZ,1,2
86246,205,56,5616,107592575,4368,2012-06-17,8,OZ,1,3.49
86246,205,56,5616,101116616,15266,2012-06-18,8,OZ,2,6.38
86246,205,32,3203,1076172070,11358,2012-06-22,5,OZ,1,2.49
86246,205,58,5824,102781525,5557,2012-06-23,14,OZ,1,2
86246,205,55,5558,104113040,84481,2012-06-24,36.8,OZ,1,5.29
86246,205,99,9909,107127979,6732,2012-06-28,12,OZ,1,1.99
86246,205,58,5824,102781525,5557,2012-06-28,13,OZ,1,2.5
86246,205,58,5824,102781525,5557,2012-06-28,14,OZ,1,2
86246,205,56,5616,101116616,15266,2012-06-30,8,OZ,2,6.38
86246,205,99,9909,107127979,6732,2012-06-30,9,OZ,2,4.78
86246,205,56,5616,104610040,15889,2012-06-30,7,OZ,1,4.69
86246,205,21,2119,108390080,7368,2012-07-01,18.5,OZ,1,1.25
86246,205,72,7205,103700030,4294,2012-07-02,4.6,OZ,1,3.59
86246,205,99,9909,107127979,6732,2012-07-04,10,OZ,1,3.69
86246,205,56,5616,104610040,15889,2012-07-08,7,OZ,1,4.69
86246,205,56,5616,101116616,15266,2012-07-08,8,OZ,1,2.99
86246,205,55,5558,107255474,35506,2012-07-08,27,OZ,1,6.49
86246,205,21,2119,101200010,10522,2012-07-09,33.8,OZ,1,0.99
86246,205,99,9909,107127979,6732,2012-07-10,9.8,OZ,2,7.98
86246,205,56,5616,101116616,15266,2012-07-10,8,OZ,1,2.99
86246,205,56,5616,107592575,4368,2012-07-10,8,OZ,1,3.49
86246,205,99,9909,104116343,28254,2012-07-11,18,OZ,1,1.98
86246,205,58,5824,107590070,2073,2012-07-11,19,OZ,2,9.98
86246,205,58,5824,107590070,2073,2012-07-15,19,OZ,1,4.99
86246,205,56,5616,107592575,4368,2012-07-20,8,OZ,1,3.49
86246,205,21,2119,108390080,7368,2012-07-20,18.5,OZ,2,2.5
86246,205,99,9909,104116343,28254,2012-07-22,18,OZ,1,1.98
86246,205,99,9909,107127979,6732,2012-07-23,9,OZ,1,2.39
86246,205,58,5824,107590070,2073,2012-07-28,19,OZ,1,4.99
86246,205,99,9909,107127979,6732,2012-08-03,10,OZ,1,3.69
86246,205,35,3509,109451494,20153,2012-08-04,62.5,OZ,1,3.39
86246,205,21,2119,101200010,10522,2012-08-07,33.8,OZ,1,0.99
86246,205,99,9909,107127979,6732,2012-08-09,9.8,OZ,1,3.99
86246,205,55,5558,107255474,35506,2012-08-09,27,OZ,1,6.49
86246,205,35,3504,104815545,14363,2012-08-09,25,OZ,1,1
86246,205,99,9909,107127979,6732,2012-08-11,12,OZ,1,4.19
86246,205,58,5824,107590070,2073,2012-08-11,19,OZ,1,4.99
86246,205,35,3504,104815545,14363,2012-08-11,25,OZ,2,2
86246,205,35,3504,103500030,330,2012-08-17,16,OZ,1,1.49
86246,205,35,3509,109451494,20153,2012-08-20,75,OZ,3,10.17
86246,205,21,2119,108390080,12546,2012-08-24,20,OZ,1,1.69
86246,205,58,5824,107367575,3012,2012-08-31,16,OZ,1,2.99
86246,205,58,5824,107590070,2073,2012-09-02,19,OZ,1,4.99
86246,205,56,5616,102100020,4218,2012-09-02,7,OZ,1,4.39
86246,205,21,2119,1061300868,867,2012-09-02,128,OZ,1,3.69
86246,205,72,7205,103700030,4294,2012-09-08,4.6,OZ,1,3.59
86246,205,56,5616,107592575,4368,2012-09-09,8,OZ,1,3.69
86246,205,56,5616,104130343,38922,2012-09-09,8,OZ,3,7.77
86246,205,35,3504,103700030,4628,2012-09-17,9,OZ,1,1.49
86246,205,56,5616,102100020,9886,2012-09-17,8,OZ,1,4.19
86246,205,55,5558,104113040,28204,2012-09-17,30,OZ,1,2.49
86246,205,45,4517,107254575,61490,2012-09-17,32,OZ,1,8.99
86246,205,99,9909,107127979,6732,2012-09-19,9.8,OZ,1,3.99
86246,205,99,9909,107127979,6732,2012-09-20,6,OZ,1,4.19
86246,205,99,9909,107127979,6732,2012-09-20,10,OZ,1,3.69
86246,205,35,3504,103500030,13470,2012-09-23,10,OZ,1,1.69
86246,205,99,9909,107127979,6732,2012-09-29,10,OZ,1,3.69
86246,205,99,9909,107127979,6732,2012-09-29,7,OZ,1,4.19
86246,205,21,2119,101200010,10522,2012-10-05,33.8,OZ,1,0.99
86246,205,58,5824,107367575,3012,2012-10-05,16,OZ,2,6
86246,205,99,9909,104538848,15343,2012-10-06,16,OZ,1,2.59
86246,205,35,3504,103700030,4628,2012-10-07,24,OZ,1,2
86246,205,55,5558,104113040,84481,2012-10-07,36.8,OZ,1,4.99
86246,205,58,5824,107367575,3012,2012-10-07,16,OZ,1,3
86246,205,17,1703,104113040,28204,2012-10-10,22,OZ,1,1.49
86246,205,99,9909,104538848,15343,2012-10-12,16,OZ,1,2.59
86246,205,99,9909,104538848,15343,2012-10-14,16,OZ,1,2.59
86246,205,99,9909,107127979,6732,2012-10-14,5.5,OZ,1,4.69
86246,205,99,9909,107127979,6732,2012-10-15,16,OZ,1,2.49
86246,205,99,9909,104538848,15343,2012-10-25,16,OZ,1,2.59
86246,205,56,5616,104610040,15889,2012-10-26,7.5,OZ,1,4.69
86246,205,58,5824,101590010,1366,2012-11-04,24,OZ,1,4.99
86246,205,55,5558,104113040,28204,2012-11-08,18,OZ,1,1.99
86246,205,99,9909,107127979,6732,2012-11-17,9,OZ,1,2.39
86246,205,99,9909,107127979,6732,2012-11-17,6,OZ,1,4.19
86246,205,35,3504,104815545,14363,2012-11-22,25,OZ,1,1
86246,205,99,9909,107127979,6732,2012-11-22,6,OZ,2,8.38
86246,205,56,5616,104610040,15889,2012-11-23,7,OZ,1,4.69
86246,205,56,5616,104130343,38922,2012-11-29,8,OZ,1,2.79
86246,205,58,5824,1076401474,304,2012-12-01,12,OZ,1,4.99
86246,205,35,3509,109451494,20153,2012-12-09,75,OZ,1,2.99
86246,205,35,3504,103700030,4628,2012-12-09,9,OZ,1,1.49
86246,205,99,9909,107127979,6732,2012-12-10,12,OZ,1,3.65
86246,205,56,5616,104130343,38922,2012-12-13,8,OZ,2,5.98
86246,205,21,2119,101200010,10522,2012-12-16,202.8,OZ,1,6.99
86246,205,35,3509,109451494,20153,2012-12-19,75,OZ,1,2.99
86246,205,72,7205,103320030,305,2012-12-19,6,OZ,2,1.98
86246,205,56,5619,102100020,19279,2012-12-20,16,OZ,1,4.99
86246,205,56,5619,102100020,19279,2012-12-20,32,OZ,1,9.69
86246,205,35,3509,103320030,875,2012-12-21,50,OZ,1,5.99
86246,205,35,3504,103500030,330,2012-12-21,14,OZ,1,1.59
86246,205,99,9909,107127979,6732,2012-12-24,12,OZ,1,4.19
86246,205,99,9909,107127979,6732,2012-12-26,12,OZ,1,4.19
86246,205,35,3504,105884757,23570,2012-12-28,28,OZ,1,1
86246,205,35,3509,104113040,28204,2013-01-11,50,OZ,1,2.39
86246,205,35,3509,104130343,38922,2013-01-11,50,OZ,1,3.99
86246,205,58,5824,107367575,3012,2013-01-11,16,OZ,1,3
86246,205,35,3504,105884757,23570,2013-01-17,28,OZ,1,1
86246,205,56,5616,104130343,38922,2013-01-23,8,OZ,1,2.99
86246,205,58,5824,107590070,2073,2013-01-23,19,OZ,1,4.99
86246,205,56,5616,107592575,4368,2013-01-23,8,OZ,1,3.89
86246,205,44,4401,105100050,13791,2013-01-25,19,OZ,1,4.59
86246,205,32,3203,1076172070,11358,2013-01-25,5,OZ,1,2.49
86246,205,55,5558,104113040,84481,2013-01-26,18.4,OZ,1,3.29
86246,205,35,3509,109451494,20153,2013-02-02,75,OZ,1,3.39
86246,205,7,706,104127141,26189,2013-02-02,64,OZ,1,3.99
86246,205,55,5558,107255474,35506,2013-02-05,27,OZ,1,6.49
86246,205,17,1703,101920010,10882,2013-02-11,96,OZ,1,5
86246,205,99,9909,104538848,15343,2013-02-14,16,OZ,1,2.59
86246,205,72,7205,103320030,25445,2013-02-16,6,OZ,1,1.89
86246,205,17,1726,104460040,3718,2013-02-16,75,CT,1,5.69
86246,205,56,5616,104130343,38922,2013-02-25,8,OZ,1,2.99
86246,205,35,3509,109451494,20153,2013-02-26,75,OZ,1,3.39
86246,205,99,9909,107127979,6732,2013-03-03,16,OZ,1,2.19
86246,205,21,2119,101200010,10522,2013-03-03,128,OZ,1,3
86246,205,56,5616,104130343,38922,2013-03-03,8,OZ,1,2.99
86246,205,55,5558,108793282,13877,2013-03-03,35,OZ,0,0
86246,205,55,5558,107144171,7675,2013-03-03,45,OZ,1,5.39
86246,205,51,5122,103939232,59749,2013-03-03,5,OZ,2,2.78
86246,205,7,706,101200010,17286,2013-03-03,9.5,OZ,1,1.89
86246,205,72,7205,103700030,4294,2013-03-03,6,OZ,1,4.09
86246,205,58,5824,104450040,8318,2013-03-03,13.5,OZ,1,3.59
86246,205,58,5824,107024777,6176,2013-03-03,14,OZ,1,3.69
86246,205,56,5616,104610040,15889,2013-03-03,8,OZ,1,4.69
86246,205,32,3203,106414464,13474,2013-03-04,5,OZ,1,3.69
86246,205,99,9909,107127979,6732,2013-03-04,9,OZ,1,4.79
86246,205,51,5122,107142171,14012,2013-03-04,4.9,OZ,2,2.58
86246,205,58,5824,107754171,17301,2013-03-04,32,OZ,1,4.99
86246,205,58,5824,108674585,55172,2013-03-04,16,OZ,2,5.18
86246,205,7,706,101200010,17286,2013-03-04,38,OZ,1,7.77
86246,205,21,2119,101200010,10522,2013-03-04,18.5,OZ,4,6
86246,205,21,2119,108390080,7368,2013-03-04,18.5,OZ,1,1.29
86246,205,7,706,104127141,26189,2013-03-04,64,OZ,1,3.99
86246,205,55,5558,108793282,13877,2013-03-05,21,OZ,1,3.29
86246,205,35,3509,1088596787,5428,2013-03-05,50,OZ,1,3.99
86246,205,56,5619,102100020,19279,2013-03-05,16,OZ,1,4.99
86246,205,21,2119,108390080,7368,2013-03-05,18.5,OZ,2,2.58
86246,205,35,3504,107261373,17576,2013-03-06,20,OZ,3,3
86246,205,56,5619,107592575,4368,2013-03-06,8,OZ,1,3.79
86246,205,21,2119,108390080,7368,2013-03-06,18.5,OZ,2,2.58
86246,205,99,9909,107127979,6732,2013-03-06,12,OZ,1,2.29
86246,205,99,9909,107127979,6732,2013-03-06,9,OZ,1,2.98
86246,205,17,1703,104129444,14048,2013-03-06,40,OZ,1,3.89
86246,205,99,9909,103022333,18063,2013-03-07,12,OZ,1,1.99
86246,205,99,9909,107127979,6732,2013-03-07,9,OZ,1,3.69
86246,205,35,3509,101200515,6540,2013-03-07,70.54,OZ,1,4.19
86246,205,17,1726,104815545,14363,2013-03-07,40,CT,1,1
86246,205,56,5616,104610040,15889,2013-03-07,8,OZ,1,4.69
86246,205,35,3509,109451494,20153,2013-03-08,75,OZ,1,2.99
86246,205,35,3504,103700030,6947,2013-03-08,28,OZ,1,2.25
86246,205,58,5824,104450040,8318,2013-03-08,14,OZ,1,3.59
86246,205,58,5824,104450040,8318,2013-03-08,13,OZ,1,3.59
86246,205,58,5824,107367575,3012,2013-03-08,16,OZ,1,2.5
86246,205,55,5558,107255474,35506,2013-03-08,18.4,OZ,1,3.99
86246,205,17,1703,104129444,14048,2013-03-08,48,OZ,3,11.97
86246,205,99,9909,103022333,18063,2013-03-09,12,OZ,1,1.99
86246,205,99,9909,107127979,6732,2013-03-09,12,OZ,3,6.87
86246,205,32,3203,106414464,13474,2013-03-09,5,OZ,1,1.99
86246,205,99,9909,107127979,6732,2013-03-09,9,OZ,2,5.37
86246,205,35,3504,105884757,23570,2013-03-09,28,OZ,1,1
86246,205,35,3504,104815545,14363,2013-03-09,25,OZ,1,1
86246,205,35,3504,103700030,4628,2013-03-09,24,OZ,2,6.38
86246,205,35,3509,103320030,875,2013-03-09,55.52,OZ,1,7.19
86246,205,17,1703,103700030,101494,2013-03-09,2,CT,1,1.99
86246,205,56,5616,107592575,4368,2013-03-09,7,OZ,1,3.29
86246,205,56,5619,102100020,19279,2013-03-09,8,OZ,1,2.99
86246,205,56,5619,102100020,19279,2013-03-09,16,OZ,1,4.99
86246,205,99,9909,107127979,6732,2013-03-10,6,OZ,2,6.58
86246,205,99,9909,107127979,6732,2013-03-10,10,OZ,2,7.18
86246,205,99,9909,107127979,6732,2013-03-10,5.5,OZ,1,3.69
86246,205,51,5122,107142171,14012,2013-03-10,4.9,OZ,2,2.5
86246,205,45,4517,107982171,93146,2013-03-10,64,OZ,1,8.99
86246,205,44,4401,107770070,12137,2013-03-10,32,OZ,1,5.19
86246,205,45,4517,107982171,93146,2013-03-10,22.8,OZ,1,4.99
86246,205,45,4517,107982171,93146,2013-03-10,22.4,OZ,1,4.99
86246,205,56,5619,102100020,19279,2013-03-10,16,OZ,1,4.99
86246,205,17,1703,104111949,32437,2013-03-10,28,OZ,1,1
86246,205,56,5616,107592575,4368,2013-03-10,8,OZ,1,3.59
86246,205,51,5122,105075959,75993,2013-03-10,16,OZ,1,2.39
86246,205,51,5122,1085998787,28470,2013-03-10,16,OZ,1,4.99
86246,205,58,5824,101590010,1366,2013-03-10,40,OZ,1,5.99
86246,205,58,5824,107367575,3012,2013-03-10,16,OZ,1,2.5
86246,205,21,2119,108390080,7368,2013-03-11,18.5,OZ,2,2.58
86246,205,58,5824,107778272,9260,2013-03-11,19,OZ,1,4.99
86246,205,58,5824,104450040,8318,2013-03-11,13,OZ,1,3.59
86246,205,7,706,104127141,26189,2013-03-11,64,OZ,1,3.99
86246,205,56,5616,104610040,15889,2013-03-11,6.84,OZ,1,3.85
86246,205,21,2119,1061300868,867,2013-03-11,23,OZ,1,0.99
86246,205,51,5122,107142171,14012,2013-03-12,4.9,OZ,3,3.75
86246,205,55,5558,107255474,35506,2013-03-12,36.8,OZ,1,6.49
86246,205,55,5558,104113040,28204,2013-03-12,30,OZ,1,2.79
86246,205,32,3203,104130343,38922,2013-03-13,6,OZ,1,2.79
86246,205,99,9909,107127979,6732,2013-03-13,12,OZ,1,2.29
86246,205,99,9909,107127979,6732,2013-03-13,8,OZ,1,2.29
86246,205,55,5558,107585676,9798,2013-03-13,27,OZ,1,4.69
86246,205,17,1726,104116343,8435,2013-03-13,75,CT,1,4.49
86246,205,72,7205,103320030,305,2013-03-13,6,OZ,1,0.99
86246,205,56,5616,107592575,4368,2013-03-14,7,OZ,1,3.29
86246,205,35,3504,103700030,6947,2013-03-14,24,OZ,1,2.25
86246,205,32,3203,106414464,13474,2013-03-14,5,OZ,1,1.99
86246,205,99,9909,107127979,6732,2013-03-14,6,OZ,1,3.29
86246,205,56,5616,107592575,4368,2013-03-14,8,OZ,1,3.59
86246,205,99,9909,103022333,18063,2013-03-14,12,OZ,1,1.99
86246,205,21,2119,108390080,7368,2013-03-14,18.5,OZ,2,2.58
86246,205,51,5122,107142171,14012,2013-03-14,4.9,OZ,3,3.75
86246,205,56,5616,104130343,38922,2013-03-14,8,OZ,1,2.69
86246,205,99,9909,103022333,18063,2013-03-15,12,OZ,2,3.98
86246,205,99,9909,107127979,6732,2013-03-15,6,OZ,1,2.65
86246,205,32,3203,1076172070,11358,2013-03-15,5,OZ,1,2.49
86246,205,35,3509,102420020,14716,2013-03-15,75,OZ,1,5.89
86246,205,58,5824,108674585,55172,2013-03-15,16,OZ,1,2.59
86246,205,58,5824,104450040,8318,2013-03-15,13,OZ,1,3.59
86246,205,35,3504,103700030,4628,2013-03-16,24,OZ,1,3.09
86246,205,58,5824,107778272,9260,2013-03-16,16,OZ,1,4.45
86246,205,56,5619,102100020,19279,2013-03-16,32,OZ,1,9.69
86246,205,51,5122,101590010,1366,2013-03-16,24,OZ,1,3.99
86246,205,58,5824,107367575,3012,2013-03-16,14,OZ,1,3.99
86246,205,7,706,104127141,26189,2013-03-16,64,OZ,1,3.99
86246,205,51,5122,107142171,14012,2013-03-17,4.9,OZ,1,1.25
86246,205,99,9909,103022333,18063,2013-03-17,12,OZ,1,1.99
86246,205,51,5122,107142171,14012,2013-03-17,5.5,OZ,2,2.5
86246,205,58,5824,102781525,5557,2013-03-17,13,OZ,1,3.5
86246,205,58,5824,102781525,5557,2013-03-17,14,OZ,1,3
86246,205,99,9909,107127979,6732,2013-03-18,9,OZ,1,3.69
86246,205,58,5824,1066766666,54356,2013-03-18,20.8,OZ,1,4.99
86246,205,17,1703,104113040,28204,2013-03-19,28,OZ,1,1.29
86246,205,56,5616,104130343,38922,2013-03-19,8,OZ,2,5.58
86246,205,51,5122,105075959,75993,2013-03-19,48,OZ,1,6.79
86246,205,35,3504,103700030,6947,2013-03-19,28,OZ,2,2.48
86246,205,35,3504,104815545,14363,2013-03-20,25,OZ,1,1
86246,205,35,3504,105884757,23570,2013-03-20,28,OZ,1,1
86246,205,32,3203,106414464,13474,2013-03-20,5,OZ,1,3.69
86246,205,35,3504,103700030,4628,2013-03-20,14,OZ,1,2.49
86246,205,35,3504,103700030,6947,2013-03-20,30,OZ,4,5.11
86246,205,35,3504,103700030,6947,2013-03-20,28,OZ,1,1.24
86246,205,58,5824,101590010,1366,2013-03-20,12,OZ,1,2.49
86246,205,58,5824,104450040,8318,2013-03-20,13.5,OZ,1,3.59
86246,205,99,9909,107127979,6732,2013-03-21,9,OZ,1,2.39
86246,205,32,3203,104130343,38922,2013-03-21,6,OZ,1,2.79
86246,205,35,3504,103700030,6947,2013-03-22,28,OZ,1,1.25
86246,205,35,3509,103700030,6947,2013-03-22,50,OZ,1,6.99
86246,205,35,3504,103700030,4628,2013-03-22,10.1,OZ,1,3.09
86246,205,99,9909,107127979,6732,2013-03-22,16,OZ,1,2.19
86246,205,99,9909,103022333,18063,2013-03-22,12,OZ,1,2.59
86246,205,17,1703,104116343,8435,2013-03-22,32,OZ,1,3.29
86246,205,56,5616,104610040,15889,2013-03-22,7.5,OZ,1,4.69
86246,205,58,5824,107778272,9260,2013-03-22,19,OZ,1,4.99
86246,205,99,9909,103022333,18063,2013-03-23,12,OZ,1,2.59
86246,205,99,9909,107127979,6732,2013-03-23,8,OZ,1,3.65
86246,205,58,5824,101590010,1366,2013-03-23,8,OZ,4,5.56
86246,205,21,2119,1061300868,867,2013-03-23,23,OZ,1,0.99
86246,205,58,5824,107778272,9260,2013-03-23,19,OZ,1,4.99
86246,205,35,3504,103700030,6947,2013-03-23,30,OZ,5,6.45
86246,205,35,3504,103700030,6947,2013-03-23,28,OZ,1,1.25
86246,205,35,3504,103700030,6947,2013-03-24,30,OZ,3,3.87
86246,205,35,3509,103700030,6947,2013-03-24,50,OZ,2,10
86246,205,56,5616,107592575,4368,2013-03-24,8,OZ,1,3.59
86246,205,99,9909,107127979,6732,2013-03-24,9,OZ,1,2.98
86246,205,72,7205,103500030,3830,2013-03-24,4.6,OZ,1,2.59
86246,205,99,9909,107127979,6732,2013-03-25,12,OZ,4,9.16
86246,205,99,9909,107127979,6732,2013-03-25,9,OZ,2,6.67
86246,205,55,5558,107255474,35506,2013-03-25,36.8,OZ,1,6.49
86246,205,72,7205,103700030,4294,2013-03-25,6,OZ,1,3.89
86246,205,55,5558,108793282,13877,2013-03-25,30,OZ,1,4.19
86246,205,58,5824,101590010,1366,2013-03-25,8,OZ,1,1.39
86246,205,35,3504,103700030,6947,2013-03-25,30,OZ,3,3.87
86246,205,51,5122,107142171,14012,2013-03-26,4.9,OZ,5,6.25
86246,205,55,5558,107064070,2014,2013-03-26,39,OZ,1,5.49
86246,205,55,5558,108793282,13877,2013-03-26,35,OZ,1,4.29
86246,205,17,1726,104815545,14363,2013-03-26,40,CT,1,1
86246,205,58,5824,108674585,55172,2013-03-26,16,OZ,1,2.59
86246,205,35,3504,103700030,6947,2013-03-26,30,OZ,1,1.29
86246,205,35,3504,105884757,23570,2013-03-26,28,OZ,1,1
86246,205,72,7205,1031015838,16196,2013-03-26,4.3,OZ,1,6.29
86246,205,72,7205,103500030,3830,2013-03-26,6.4,OZ,1,1.99
86246,205,58,5824,104450040,8318,2013-03-26,14,OZ,1,3.59
86246,205,35,3504,103700030,6947,2013-03-27,30,OZ,2,2.58
86246,205,35,3509,109451494,20153,2013-03-27,75,OZ,1,3.39
86246,205,58,5824,104359545,15430,2013-03-27,24,OZ,1,4.59
86246,205,51,5122,101590010,1366,2013-03-27,24,OZ,1,4.99
86246,205,56,5616,104130343,38922,2013-03-28,8,OZ,1,3.49
86246,205,99,9909,107127979,6732,2013-03-28,9,OZ,1,2.98
86246,205,55,5558,108793282,13877,2013-03-28,36,OZ,1,3.99
86246,205,35,3504,103700030,4628,2013-03-28,9,OZ,1,1.49
86246,205,35,3504,103700030,6947,2013-03-28,28,OZ,1,1.25
86246,205,35,3504,103700030,6947,2013-03-28,30,OZ,2,2.58
86246,205,58,5824,103562232,54686,2013-03-28,36,OZ,1,5.49
86246,205,35,3504,103500030,330,2013-03-29,30,OZ,1,2.69
86246,205,35,3504,103700030,6947,2013-03-29,30,OZ,1,1.29
86246,205,35,3504,103700030,4628,2013-03-29,24,OZ,1,3.09
86246,205,56,5619,102100020,19279,2013-03-29,16,OZ,1,4.99
86246,205,72,7205,103500030,3830,2013-03-29,6.4,OZ,1,3.19
86246,205,99,9909,107127979,6732,2013-03-30,9,OZ,1,3.69
86246,205,35,3504,103700030,6947,2013-03-30,30,OZ,2,2.58
86246,205,35,3504,103700030,6947,2013-03-30,9,OZ,1,1.19
86246,205,35,3509,103700030,6947,2013-03-30,50,OZ,1,5
86246,205,58,5824,108674585,55172,2013-03-30,16,OZ,1,2.59
86246,205,21,2119,101200010,10522,2013-03-30,67.6,OZ,2,3.58
86246,205,58,5824,104450040,8318,2013-03-30,13.5,OZ,1,3.59
86246,205,99,9909,103022333,18063,2013-03-31,12,OZ,1,2.59
86246,205,56,5616,107592575,4368,2013-03-31,7,OZ,1,3.29
86246,205,32,3203,104130343,38922,2013-03-31,5,OZ,1,2.99
86246,205,35,3504,103700030,6947,2013-03-31,30,OZ,2,2.58
86246,205,35,3504,103700030,6947,2013-04-01,28,OZ,1,1.25
86246,205,35,3509,104116343,8435,2013-04-01,50,OZ,1,4.19
86246,205,99,9909,107127979,6732,2013-04-01,8,OZ,1,2.29
86246,205,58,5824,102265525,2626,2013-04-01,14,OZ,2,5.98
86246,205,21,2119,1061300868,867,2013-04-01,23,OZ,2,1.98
86246,205,51,5122,105075959,75993,2013-04-01,48,OZ,1,6.79
86246,205,58,5824,107778272,9260,2013-04-01,19,OZ,2,9.98
86246,205,35,3504,103700030,6947,2013-04-02,30,OZ,5,6.45
86246,205,51,5122,107142171,14012,2013-04-02,4.9,OZ,1,1.25
86246,205,35,3504,103700030,4628,2013-04-02,9,OZ,2,2.98
86246,205,56,5616,107592575,4368,2013-04-02,8,OZ,1,3.89
86246,205,21,2119,108079383,6926,2013-04-02,20,OZ,1,1.69
86246,205,58,5824,107778272,9260,2013-04-02,19,OZ,1,4.99
86246,205,58,5824,108674585,55172,2013-04-03,16,OZ,2,5.18
86246,205,51,5122,105075959,75993,2013-04-03,48,OZ,1,6.79
86246,205,21,2119,1061300868,867,2013-04-03,23,OZ,1,0.99
86246,205,7,706,104127141,26189,2013-04-03,64,OZ,1,3.99
86246,205,17,1703,103700030,101494,2013-04-03,2,CT,1,1.99
86246,205,99,9909,107127979,6732,2013-04-04,9,OZ,1,2.99
86246,205,99,9909,107127979,6732,2013-04-04,12,OZ,1,2.59
86246,205,99,9909,107127979,6732,2013-04-04,10.5,OZ,1,3.99
86246,205,51,5122,107527878,6625,2013-04-04,16,OZ,1,3.39
86246,205,35,3509,103700030,6947,2013-04-04,50,OZ,1,4.99
86246,205,99,9909,107127979,6732,2013-04-05,12,OZ,2,5.18
86246,205,17,1703,104129444,14048,2013-04-05,48,OZ,2,7.98
86246,205,56,5619,102100020,19279,2013-04-05,16,OZ,1,4.99
86246,205,35,3504,103700030,6947,2013-04-05,30,OZ,1,1.29
86246,205,56,5616,104610040,15889,2013-04-05,8,OZ,1,4.69
